CUPS;PERIODO;POTENCIA CONTRATADA (kW)
ES0339000001005160AM;1;3,45
ES0339000001005180GW;1;2,08
ES0339000001005181GA;1;4,6
ES0339000001005200GE;1;4,6
ES0339000001005210MD;1;3,45
ES0339000001005220ML;1;3,45
ES0339000001005230YY;1;5,5
ES0339000001005240YQ;1;3,3
ES0339000001005270PT;1;4,4
ES0339000001005280PX;1;4,6
ES0339000001005310DV;1;1,15
ES0339000001005315DE;1;1,1
ES0339000001005320XG;1;4,4
ES0339000001005332XQ;1;5,5
ES0339000001005340BR;1;3,45
ES0339000001005360BK;1;4,6
ES0339000001005370NP;1;1,15
ES0339000001005380NH;1;4,4
ES0339000001005381NL;1;5,75
ES0339000001005385JT;1;3,3
ES0339000001005390JM;1;5,5
ES0339000001005400JS;1;4,4
ES0339000001005410ZW;1;6,9
ES0339000001005420ZN;1;4,6
ES0339000001005430ZE;1;3,45
ES0339000001005449SH;1;2,3
ES0339000001005450SL;1;13,15
ES0339000001005452SK;1;3,3
ES0339000001005460QY;1;5,75
ES0339000001005479VW;1;6,6
ES0339000001005480VA;1;2,2
ES0339000001005490VJ;1;3,45
ES0339000001005500HT;1;3,45
ES0339000001005520HC;1;4,4
ES0339000001005530LF;1;4,6
ES0339000001005550CG;1;4,4
ES0339000001005560CZ;1;3,3
ES0339000001005570KR;1;4,6
ES0339000001005600EP;1;3,3
ES0339000001005620TM;1;3,45
ES0339000001005630TS;1;3,3
ES0339000001005635TC;1;4,4
ES0339000001005641RA;1;3,3
ES0339000001005642RG;1;4,6
ES0339000001005643RM;1;9,2
ES0339000001005644RY;1;4,4
ES0339000001005671WX;1;4,4
ES0339000001005672WB;1;4,4
ES0339000001005700AQ;1;3,3
ES0339000001005720GJ;1;3,45
ES0339000001005731MR;1;5,5
ES0339000001005732MW;1;3,3
ES0339000001005750MC;1;4,4
ES0339000001005760YF;1;1,15
ES0339000001005762YD;1;3,3
ES0339000001005790FZ;1;6,9
ES0339000001005800PR;1;4,6
ES0339000001005830DP;1;3,3
ES0339000001005840DH;1;3,45
ES0339000001005850XM;1;3,3
ES0339000001005871BA;1;3,3
ES0339000001005881BJ;1;3,3
ES0339000001005885BV;1;4,4
ES0339000001005891NT;1;4,4
ES0339000001005900ND;1;3,45
ES0339000001005910NL;1;4,6
ES0339000001005950ZJ;1;3,3
ES0339000001005960ST;1;1,15
ES0339000001005962SW;1;3,3
ES0339000001005970SX;1;1,15
ES0339000001005981SK;1;4,6
ES0339000001005982SE;1;3,3
ES0339000001006000QV;1;4,4
ES0339000001006001QH;1;4,4
ES0339000001006010VG;1;4,4
ES0339000001006011VM;1;3,3
ES0339000001006021VS;1;3,45
ES0339000001006030HR;1;3,45
ES0339000001006032HA;1;3,3
ES0339000001006053LR;1;3,3
ES0339000001006071LL;1;5,75
ES0339000001006072LC;1;2,2
ES0339000001006090CS;1;1,15
ES0339000001006101KA;1;3,45
ES0339000001006120KE;1;1,15
ES0339000001006135EZ;1;4,4
ES0339000001006140EL;1;4,4
ES0339000001006150TY;1;4,4
ES0339000001006160TQ;1;4,6
ES0339000001006190WT;1;3,3
ES0339000001006200WX;1;4,6
ES0339000001006202WN;1;3,3
ES0339000001006220AF;1;4,4
ES0339000001006230AV;1;4,4
ES0339000001006240GG;1;5,75
ES0339000001006242GY;1;3,3
ES0339000001006271MN;1;4,4
ES0339000001006290YP;1;3,3
ES0339000001006310FM;1;3,45
ES0339000001006320FS;1;3,3
ES0339000001006330PW;1;3,3
ES0339000001006341PJ;1;3,3
ES0339000001006342PZ;1;5,5
ES0339000001006344PQ;1;5,75
ES0339000001006360DD;1;3,3
ES0339000001006382XP;1;4,6
ES0339000001006390XQ;1;4,6
ES0339000001006400BA;1;4,4
ES0339000001006410BJ;1;3,45
ES0339000001006420NT;1;3,3
ES0339000001006430NX;1;3,3
ES0339000001006440NC;1;2,3
ES0339000001006460JV;1;4,4
ES0339000001006505SQ;1;4,6
ES0339000001006510SK;1;4,6
ES0339000001006530QH;1;3,45
ES0339000001006540VM;1;3,45
ES0339000001006560HW;1;3,3
ES0339000001006571HJ;1;2,2
ES0339000001006601LC;1;5,5
ES0339000001006603LE;1;4,4
ES0339000001006605CR;1;4,6
ES0339000001006660EX;1;3,45
ES0339000001006670EC;1;4,4
ES0339000001006682TD;1;3,3
ES0339000001006690TV;1;1,1
ES0339000001006710RZ;1;3,45
ES0339000001006711RS;1;3,45
ES0339000001006720WR;1;4,4
ES0339000001006730WB;1;3,45
ES0339000001006750AP;1;4,6
ES0339000001006760AH;1;4,6
ES0339000001006780GS;1;4,4
ES0339000001006800MN;1;4,4
ES0339000001006810ME;1;5,5
ES0339000001006820YD;1;5,5
ES0339000001006840FY;1;3,45
ES0339000001006910XF;1;5,75
ES0339000001006912XD;1;10,35
ES0339000001006940BZ;1;2,2
ES0339000001006950NR;1;3,3
ES0339000001006970NK;1;4,4
ES0339000001007000ZM;1;2,2
ES0339000001007001ZY;1;4,4
ES0339000001007010ZS;1;5,75
ES0339000001007020SW;1;3
ES0339000001007040SE;1;6,9
ES0339000001007060QL;1;3,3
ES0339000001007100HJ;1;4,6
ES0339000001007110LT;1;3,45
ES0339000001007130LC;1;4,4
ES0339000001007140CF;1;2,2
ES0339000001007160KG;1;3,3
ES0339000001007165KD;1;1,15
ES0339000001007180ER;1;4,4
ES0339000001007190EB;1;2,3
ES0339000001007190EB;2;2,3
ES0339000001007200EK;1;4,4
ES0339000001007210TP;1;3,3
ES0339000001007221TL;1;5,19
ES0339000001007222TC;1;4,4
ES0339000001007250WW;1;1,1
ES0339000001007280AD;1;3,46
ES0339000001007281AX;1;4,6
ES0339000001007300GY;1;3,3
ES0339000001007302GP;1;3,3
ES0339000001007312GH;1;6,9
ES0339000001007315GK;1;4,4
ES0339000001007316GE;1;5,5
ES0339000001007321MG;1;3,45
ES0339000001007322MM;1;3,45
ES0339000001007325MP;1;4,6
ES0339000001007330MJ;1;4,4
ES0339000001007340YT;1;4,4
ES0339000001007350YX;1;3,45
ES0339000001007370FF;1;1,15
ES0339000001007380FV;1;1,15
ES0339000001007390PG;1;4,6
ES0339000001007390PG;2;4,6
ES0339000001007420DB;1;3,45
ES0339000001007460BM;1;3,45
ES0339000001007462BF;1;1,1
ES0339000001007490NN;1;3,45
ES0339000001007492NZ;1;3,3
ES0339000001007510JD;1;1,15
ES0339000001007530ZY;1;3,3
ES0339000001007540ZQ;1;3,3
ES0339000001007550SA;1;1,15
ES0339000001007580QX;1;3,45
ES0339000001007590QC;1;5,75
ES0339000001007620HG;1;3,45
ES0339000001007640LR;1;3,45
ES0339000001007650LB;1;3,3
ES0339000001007660LK;1;4,4
ES0339000001007670CP;1;5,5
ES0339000001007680CH;1;2,07
ES0339000001007700KS;1;5,5
ES0339000001007710EW;1;3,45
ES0339000001007720EN;1;1,15
ES0339000001007730EE;1;2,3
ES0339000001007750TL;1;4,4
ES0339000001007760RY;1;3,45
ES0339000001007770RQ;1;3,3
ES0339000001007775RK;1;3,45
ES0339000001007781WG;1;3,3
ES0339000001007790WJ;1;4,6
ES0339000001007801AR;1;5,19
ES0339000001007803AA;1;2,2
ES0339000001007820AC;1;2,07
ES0339000001007840GV;1;1,15
ES0339000001007850MG;1;5,5
ES0339000001007851MM;1;5,75
ES0339000001007870YR;1;3,3
ES0339000001007890YK;1;3,45
ES0339000001007910FH;1;2,07
ES0339000001007950DN;1;2,3
ES0339000001007960DE;1;5,5
ES0339000001007970XD;1;6,9
ES0339000001007980XL;1;6,9
ES0339000001008000BQ;1;3,3
ES0339000001008040JX;1;20,78
ES0339000001008040JX;2;20,78
ES0339000001008040JX;3;20,78
ES0339000001008041JB;1;5,75
ES0339000001008042JN;1;5,5
ES0339000001008044JZ;1;5,75
ES0339000001008161HQ;1;3,45
ES0339000001008162HV;1;6,9
ES0339000001008163HH;1;3,46
ES0339000001008190LE;1;3,3
ES0339000001008195CG;1;4,4
ES0339000001008200CD;1;3,3
ES0339000001008210CL;1;3,45
ES0339000001008230KQ;1;3,3
ES0339000001008240EA;1;1,15
ES0339000001008260TT;1;3,45
ES0339000001008270TX;1;3,45
ES0339000001008280TC;1;2,2
ES0339000001008308WW;1;3,3
ES0339000001008310WG;1;1,15
ES0339000001008320WZ;1;3,45
ES0339000001008331AW;1;1,15
ES0339000001008370GH;1;10,39
ES0339000001008385MX;1;3,3
ES0339000001008391MQ;1;4,4
ES0339000001008430FD;1;3,45
ES0339000001008470DA;1;4,6
ES0339000001008495XM;1;4,6
ES0339000001008500XX;1;3,29
ES0339000001008530BV;1;1,65
ES0339000001008540NG;1;0,95
ES0339000001008570JB;1;10,39
ES0339000001008580JK;1;4,4
ES0339000001008590ZP;1;5,5
ES0339000001008600ZH;1;5,75
ES0339000001008630QW;1;4,6
ES0339000001008640QN;1;4,4
ES0339000001008650QE;1;4,4
ES0339000001008665VZ;1;4,4
ES0339000001008670VL;1;3,3
ES0339000001008690HQ;1;4,4
ES0339000001008700LA;1;1,15
ES0339000001008720CT;1;3,45
ES0339000001008730CX;1;3,3
ES0339000001008740CC;1;3,3
ES0339000001008741CK;1;3,45
ES0339000001008750KF;1;4,4
ES0339000001008751KP;1;3,45
ES0339000001008753KX;1;2,2
ES0339000001008780EZ;1;4,6
ES0339000001008790TR;1;3,3
ES0339000001008800TB;1;3,45
ES0339000001008810TK;1;3,3
ES0339000001008820RP;1;3,45
ES0339000001008830RH;1;1,15
ES0339000001008840WM;1;3,3
ES0339000001008850WS;1;3,3
ES0339000001008860AW;1;6,9
ES0339000001008870AN;1;4,4
ES0339000001008880AE;1;2,2
ES0339000001008888GF;1;4,4
ES0339000001008892GB;1;3,3
ES0339000001008910MY;1;3,3
ES0339000001008920MQ;1;5,75
ES0339000001008940YJ;1;5,75
ES0339000001008942YS;1;4,4
ES0339000001008950FT;1;5,75
ES0339000001008960FX;1;2,5
ES0339000001008970FC;1;3,3
ES0339000001008975PW;1;1,15
ES0339000001008980PF;1;3,3
ES0339000001009000DG;1;4,6
ES0339000001009030XB;1;4,4
ES0339000001009040XK;1;3,45
ES0339000001009050BP;1;4,6
ES0339000001009080NS;1;1,65
ES0339000001009090JW;1;2,2
ES0339000001009100JN;1;5,5
ES0339000001009110JE;1;4,6
ES0339000001009120ZD;1;4,4
ES0339000001009130ZL;1;4,6
ES0339000001009140SY;1;3,3
ES0339000001009160QA;1;4,4
ES0339000001009170QJ;1;3,45
ES0339000001009180VT;1;15
ES0339000001009180VT;2;17
ES0339000001009180VT;3;30
ES0339000001009190VX;1;5,5
ES0339000001009210HF;1;3,3
ES0339000001009211HP;1;3,3
ES0339000001009220HV;1;3,3
ES0339000001009230LG;1;1,15
ES0339000001009231LM;1;3,3
ES0339000001009250CR;1;4,6
ES0339000001009270CK;1;5,75
ES0339000001009290KH;1;3,3
ES0339000001009300EM;1;3,3
ES0339000001009301EY;1;3,29
ES0339000001009350RD;1;4,4
ES0339000001009372WP;1;8,05
ES0339000001009390AA;1;6,6
ES0339000001009410GT;1;23,98
ES0339000001009410GT;2;23,98
ES0339000001009410GT;3;23,98
ES0339000001009420GX;1;5,19
ES0339000001009450MV;1;4,6
ES0339000001009451MH;1;3,3
ES0339000001009461YM;1;1,97
ES0339000001009470YZ;1;1,1
ES0339000001009490FB;1;3,45
ES0339000001009495FQ;1;4,4
ES0339000001009500FK;1;5,75
ES0339000001009510PP;1;4,4
ES0339000001009520PH;1;3,3
ES0339000001009551XA;1;5,75
ES0339000001009580BD;1;3,3
ES0339000001009590BL;1;4,4
ES0339000001009611NV;1;6,92
ES0339000001009670SF;1;4,6
ES0339000001009680SV;1;4,4
ES0339000001009720VB;1;3,3
ES0339000001009730VK;1;4,6
ES0339000001009732HT;1;3,45
ES0339000001009740HP;1;5,5
ES0339000001009750HH;1;4,4
ES0339000001009760LM;1;4,4
ES0339000001009770LS;1;4,6
ES0339000001009790CN;1;1,65
ES0339000001009792CZ;1;4,6
ES0339000001009793CS;1;4,6
ES0339000001009820KL;1;5,5
ES0339000001009821KC;1;1,15
ES0339000001009822KK;1;4,4
ES0339000001009840EQ;1;4,4
ES0339000001009860TJ;1;3,3
ES0339000001009870RT;1;4,4
ES0339000001009880RX;1;4,6
ES0339000001009900WF;1;4,4
ES0339000001009910WV;1;3,3
ES0339000001009930AZ;1;3,3
ES0339000001009940GR;1;1,15
ES0339000001009941GW;1;5,5
ES0339000001009943GG;1;4,4
ES0339000001009950GB;1;5,5
ES0339000001009961GE;1;3,45
ES0339000001009970MP;1;5,75
ES0339000001009980MH;1;4,4
ES0339000001009990YM;1;3,3
ES0339000001010000YS;1;4,6
ES0339000001010010FW;1;3,3
ES0339000001010040PD;1;19,72
ES0339000001010040PD;2;19,72
ES0339000001010040PD;3;19,72
ES0339000001010050PL;1;4,6
ES0339000001010061DF;1;6,57
ES0339000001010063DD;1;2,2
ES0339000001010064DX;1;3,45
ES0339000001010065DB;1;3,3
ES0339000001010066DN;1;0,77
ES0339000001010067DJ;1;3,45
ES0339000001010068DZ;1;3,3
ES0339000001010069DS;1;3,3
ES0339000001010076DE;1;2,08
ES0339000001010077XT;1;2,2
ES0339000001010090XJ;1;4,4
ES0339000001010100BT;1;4,4
ES0339000001010101BR;1;4,4
ES0339000001010105BM;1;3,3
ES0339000001010121BK;1;3,46
ES0339000001010131NP;1;5,5
ES0339000001010150JG;1;3,3
ES0339000001010160JZ;1;1,1
ES0339000001010179ZX;1;2,2
ES0339000001010196SG;1;4,6
ES0339000001010200SP;1;2,08
ES0339000001010204SN;1;2,2
ES0339000001010206SZ;1;10,39
ES0339000001010207SS;1;1,1
ES0339000001010208SQ;1;2,2
ES0339000001010209SV;1;3,3
ES0339000001010210SH;1;5,5
ES0339000001010211SL;1;3,45
ES0339000001010212SC;1;3,45
ES0339000001010215QT;1;3,3
ES0339000001010221QY;1;2,3
ES0339000001010230QS;1;2,54
ES0339000001010232QV;1;2,2
ES0339000001010233QH;1;4,4
ES0339000001010250VN;1;4,4
ES0339000001010260VE;1;4,6
ES0339000001010270HD;1;4,6
ES0339000001010271HX;1;3,3
ES0339000001010300LQ;1;4,6
ES0339000001010310CA;1;3,3
ES0339000001010311CG;1;2,3
ES0339000001010312CM;1;1,1
ES0339000001010313CY;1;0,77
ES0339000001010314CF;1;1,97
ES0339000001010315CP;1;4,6
ES0339000001010316CD;1;1,65
ES0339000001010318CB;1;1,1
ES0339000001010319CN;1;2,2
ES0339000001010320CJ;1;4,6
ES0339000001010321CZ;1;4,4
ES0339000001010322CS;1;4,4
ES0339000001010323CQ;1;9,86
ES0339000001010324CV;1;4,4
ES0339000001010325CH;1;1,15
ES0339000001010327CC;1;4,4
ES0339000001010328CK;1;4,6
ES0339000001010330KT;1;3,3
ES0339000001010340KX;1;3,3
ES0339000001010350KC;1;3,3
ES0339000001010360EF;1;4,6
ES0339000001010361EP;1;5,75
ES0339000001010380TG;1;4,4
ES0339000001010390TZ;1;3,3
ES0339000001010410RB;1;3,45
ES0339000001010420RK;1;3,3
ES0339000001010422WT;1;3,29
ES0339000001010423WR;1;4,4
ES0339000001010431WD;1;3,3
ES0339000001010440WH;1;4,4
ES0339000001010450AM;1;4,4
ES0339000001010460AS;1;4,4
ES0339000001010480GN;1;4,6
ES0339000001010482GZ;1;3,3
ES0339000001010495MG;1;4,4
ES0339000001010520YY;1;6,92
ES0339000001010530YQ;1;3,24
ES0339000001010533YL;1;3,46
ES0339000001010534YC;1;3,3
ES0339000001010535YK;1;3,3
ES0339000001010536YE;1;3,45
ES0339000001010537FT;1;3,3
ES0339000001010539FW;1;3,3
ES0339000001010540FA;1;2,07
ES0339000001010541FG;1;5,19
ES0339000001010543FY;1;6,92
ES0339000001010543FY;2;6,92
ES0339000001010545FP;1;4,4
ES0339000001010550FJ;1;5,71
ES0339000001010558FK;1;6,57
ES0339000001010559FE;1;6,92
ES0339000001010559FE;2;6,92
ES0339000001010560PT;1;5,71
ES0339000001010561PR;1;15,2
ES0339000001010561PR;2;15,2
ES0339000001010561PR;3;15,2
ES0339000001010562PW;1;7,61
ES0339000001010563PA;1;5,19
ES0339000001010564PG;1;6,92
ES0339000001010566PY;1;3,29
ES0339000001010567PF;1;3,46
ES0339000001010568PP;1;3,46
ES0339000001010569PD;1;3,3
ES0339000001010571PB;1;9
ES0339000001010572PN;1;3,45
ES0339000001010573PJ;1;3,3
ES0339000001010574PZ;1;3,3
ES0339000001010575PS;1;13,85
ES0339000001010575PS;2;13,85
ES0339000001010576PQ;1;6,57
ES0339000001010577PV;1;5,19
ES0339000001010579PL;1;3,3
ES0339000001010581PK;1;16
ES0339000001010581PK;2;16
ES0339000001010581PK;3;16
ES0339000001010583DT;1;5,19
ES0339000001010585DW;1;25
ES0339000001010585DW;2;25
ES0339000001010585DW;3;25
ES0339000001010586DA;1;13,85
ES0339000001010587DG;1;15,01
ES0339000001010587DG;2;15,01
ES0339000001010587DG;3;15,01
ES0339000001010588DM;1;4,4
ES0339000001010589DY;1;5,71
ES0339000001010590DF;1;13,85
ES0339000001010590DF;2;13,85
ES0339000001010595DN;1;3,45
ES0339000001010600DV;1;4
ES0339000001010605DE;1;1,15
ES0339000001010610XG;1;17,32
ES0339000001010610XG;2;17,32
ES0339000001010610XG;3;17,32
ES0339000001010625XL;1;6,92
ES0339000001010625XL;2;6,92
ES0339000001010630BR;1;9,86
ES0339000001010660NP;1;15,1
ES0339000001010660NP;2;15,1
ES0339000001010660NP;3;15,1
ES0339000001010670NH;1;3,46
ES0339000001010671NL;1;15,1
ES0339000001010671NL;2;15,1
ES0339000001010671NL;3;15,1
ES0339000001010673NK;1;2,3
ES0339000001010674NE;1;20
ES0339000001010674NE;2;20
ES0339000001010674NE;3;20
ES0339000001010676JR;1;5,19
ES0339000001010677JW;1;5,19
ES0339000001010678JA;1;5,5
ES0339000001010679JG;1;4,4
ES0339000001010681JY;1;3,45
ES0339000001010682JF;1;4,93
ES0339000001010683JP;1;4,4
ES0339000001010684JD;1;9,86
ES0339000001010685JX;1;16,44
ES0339000001010685JX;2;16,44
ES0339000001010685JX;3;16,44
ES0339000001010711ZJ;1;4,4
ES0339000001010729SP;1;3,3
ES0339000001010730SD;1;4,6
ES0339000001010731SX;1;3,3
ES0339000001010732SB;1;3,3
ES0339000001010740SL;1;4,4
ES0339000001010745QR;1;4,4
ES0339000001010750QY;1;4,6
ES0339000001010760QQ;1;1,15
ES0339000001010770VA;1;4,4
ES0339000001010771VG;1;3,3
ES0339000001010772VM;1;3,45
ES0339000001010773VY;1;3,45
ES0339000001010775VP;1;4,4
ES0339000001010780VJ;1;3,3
ES0339000001010781VZ;1;3,3
ES0339000001010790HT;1;2,2
ES0339000001010811HK;1;3,3
ES0339000001010813LT;1;4,4
ES0339000001010820LF;1;4,6
ES0339000001010830LV;1;3,29
ES0339000001010840CG;1;3,45
ES0339000001010850CZ;1;3,3
ES0339000001010860KR;1;2,3
ES0339000001010910TM;1;3,3
ES0339000001010930RW;1;3,3
ES0339000001010940RN;1;6,9
ES0339000001010950RE;1;3,3
ES0339000001010951WT;1;4,4
ES0339000001010955WG;1;3,3
ES0339000001010970WL;1;4,6
ES0339000001010972WK;1;4,6
ES0339000001010981AF;1;3,3
ES0339000001010990AQ;1;1,15
ES0339000001010995AK;1;3,3
ES0339000001010999GW;1;60
ES0339000001010999GW;2;60
ES0339000001010999GW;3;60
ES0339000001011000GA;1;4,4
ES0339000001011010GJ;1;4,93
ES0339000001011011GZ;1;3,3
ES0339000001011015GH;1;4,6
ES0339000001011020MT;1;4,4
ES0339000001011025MM;1;5,5
ES0339000001011030MX;1;3,3
ES0339000001011033MJ;1;4,6
ES0339000001011040MC;1;2,2
ES0339000001011043YT;1;3,3
ES0339000001011044YR;1;4,4
ES0339000001011050YF;1;3,3
ES0339000001011051YP;1;4,4
ES0339000001011060YV;1;4,4
ES0339000001011070FG;1;4,4
ES0339000001011080FZ;1;4,6
ES0339000001011100PB;1;3,3
ES0339000001011110PK;1;1,15
ES0339000001011120DP;1;4,4
ES0339000001011121DD;1;3,3
ES0339000001011130DH;1;1,15
ES0339000001011140XM;1;4,6
ES0339000001011142XF;1;5,75
ES0339000001011160BW;1;3,45
ES0339000001011170BN;1;4,4
ES0339000001011180BE;1;4,6
ES0339000001011190ND;1;3,3
ES0339000001011200NL;1;3,3
ES0339000001011210JY;1;4,6
ES0339000001011225JK;1;3,3
ES0339000001011230ZA;1;4,6
ES0339000001011240ZJ;1;1,15
ES0339000001011250ST;1;3,45
ES0339000001011270SC;1;3,45
ES0339000001011290QV;1;4,4
ES0339000001011320HR;1;4,4
ES0339000001011325HY;1;4,4
ES0339000001011330HB;1;4,93
ES0339000001011335HQ;1;2,2
ES0339000001011340HK;1;3,3
ES0339000001011350LP;1;3,45
ES0339000001011360LH;1;4,6
ES0339000001011370CM;1;1,1
ES0339000001011375CX;1;5,5
ES0339000001011390KW;1;3,3
ES0339000001011400KN;1;4,6
ES0339000001011410KE;1;4,4
ES0339000001011420ED;1;4,4
ES0339000001011430EL;1;4,6
ES0339000001011439TM;1;3,45
ES0339000001011442TP;1;4,6
ES0339000001011450TQ;1;4,4
ES0339000001011451TV;1;3,45
ES0339000001011452TH;1;1,15
ES0339000001011460RA;1;3,3
ES0339000001011470RJ;1;3,45
ES0339000001011481WR;1;2,3
ES0339000001011500WC;1;4,6
ES0339000001011510AF;1;4,4
ES0339000001011530GG;1;4,4
ES0339000001011540GZ;1;3,45
ES0339000001011559MX;1;4,6
ES0339000001011560MB;1;3,45
ES0339000001011570MK;1;3,45
ES0339000001011571ME;1;3,45
ES0339000001011590YH;1;4,4
ES0339000001011600FM;1;3,45
ES0339000001011610FS;1;5,75
ES0339000001011620PW;1;4,4
ES0339000001011630PN;1;3,3
ES0339000001011642DR;1;5,5
ES0339000001011670XY;1;4,4
ES0339000001011671XF;1;2,54
ES0339000001011672XP;1;3,45
ES0339000001011679XS;1;4,6
ES0339000001011680XQ;1;3,3
ES0339000001011683XL;1;4,6
ES0339000001011690BA;1;4,4
ES0339000001011711NR;1;3,45
ES0339000001011712NW;1;7,7
ES0339000001011721NB;1;3,3
ES0339000001011722NN;1;5,75
ES0339000001011724NZ;1;4,93
ES0339000001011730NC;1;3,3
ES0339000001011741JP;1;3,3
ES0339000001011760ZG;1;4,4
ES0339000001011770ZZ;1;3,3
ES0339000001011771ZS;1;6,92
ES0339000001011780SR;1;3,45
ES0339000001011790SB;1;3,45
ES0339000001011800SK;1;4,6
ES0339000001011802QT;1;4,4
ES0339000001011812QX;1;3,3
ES0339000001011820QH;1;5,75
ES0339000001011830VM;1;2,3
ES0339000001011840VS;1;4,6
ES0339000001011850HW;1;4,6
ES0339000001011870HE;1;5,75
ES0339000001011880LD;1;3,3
ES0339000001011882LB;1;2,2
ES0339000001011900CY;1;3,3
ES0339000001011905CB;1;3,3
ES0339000001011907CJ;1;3,45
ES0339000001011910CQ;1;4,4
ES0339000001011920KA;1;3,3
ES0339000001011921KG;1;5,75
ES0339000001011930KJ;1;1,15
ES0339000001011949ED;1;4,4
ES0339000001011970TF;1;1,15
ES0339000001011980TV;1;4,4
ES0339000001011991RM;1;3,3
ES0339000001012001RS;1;5,5
ES0339000001012005RL;1;9,86
ES0339000001012010WR;1;4,4
ES0339000001012020WB;1;4,4
ES0339000001012040AP;1;3,45
ES0339000001012050AH;1;6,6
ES0339000001012052AC;1;4,4
ES0339000001012062GF;1;4,6
ES0339000001012091MJ;1;10,39
ES0339000001012099MK;1;5,5
ES0339000001012100ME;1;5,5
ES0339000001012101YT;1;3,3
ES0339000001012102YR;1;5,19
ES0339000001012102YR;2;5,19
ES0339000001012130FY;1;3,45
ES0339000001012140FQ;1;4,6
ES0339000001012150PA;1;3,3
ES0339000001012170DT;1;4,4
ES0339000001012190DC;1;3,3
ES0339000001012200XF;1;3,45
ES0339000001012210XV;1;3,3
ES0339000001012211XH;1;3,3
ES0339000001012221BM;1;5,5
ES0339000001012230BZ;1;3,45
ES0339000001012240NR;1;1,1
ES0339000001012250NB;1;5,5
ES0339000001012260NK;1;5,75
ES0339000001012270JP;1;3,3
ES0339000001012290ZM;1;7,7
ES0339000001012360VY;1;3,45
ES0339000001012400LT;1;4,4
ES0339000001012410LX;1;4,6
ES0339000001012410LX;2;4,6
ES0339000001012420LC;1;4,4
ES0339000001012430CF;1;4,4
ES0339000001012440CV;1;9,86
ES0339000001012450KG;1;3,3
ES0339000001012481EN;1;3,3
ES0339000001012500TP;1;3,3
ES0339000001012520RM;1;4,4
ES0339000001012530RS;1;3,3
ES0339000001012540WW;1;4,4
ES0339000001012590GY;1;15,01
ES0339000001012590GY;2;15,01
ES0339000001012590GY;3;15,01
ES0339000001012621MZ;1;4,4
ES0339000001012622MS;1;3,3
ES0339000001012623MQ;1;5,5
ES0339000001012640YX;1;1,1
ES0339000001012645YS;1;4,6
ES0339000001012650YC;1;4,4
ES0339000001012660FF;1;3,45
ES0339000001012670FV;1;3,45
ES0339000001012680PG;1;4,4
ES0339000001012700DR;1;3,3
ES0339000001012720DK;1;2,2
ES0339000001012740XH;1;4,4
ES0339000001012760BS;1;5,5
ES0339000001012780NN;1;4,4
ES0339000001012790NE;1;4,6
ES0339000001012800JD;1;6,92
ES0339000001012820ZY;1;4,4
ES0339000001012840SA;1;4,4
ES0339000001012850SJ;1;5,2
ES0339000001012880QC;1;3,45
ES0339000001012900VV;1;3,45
ES0339000001012900VV;2;3,45
ES0339000001012910HG;1;4,6
ES0339000001012921HS;1;4,4
ES0339000001012922HQ;1;6,6
ES0339000001012950LK;1;4,6
ES0339000001012950LK;2;4,6
ES0339000001012960CP;1;4,4
ES0339000001012970CH;1;5,5
ES0339000001012990KS;1;4,4
ES0339000001013000EW;1;3,3
ES0339000001013010EN;1;3,3
ES0339000001013030TD;1;4,6
ES0339000001013042TK;1;3,3
ES0339000001013050RY;1;4,4
ES0339000001013055RB;1;4,4
ES0339000001013060RQ;1;4,4
ES0339000001013062RH;1;3,45
ES0339000001013063RL;1;3,3
ES0339000001013065RK;1;2,08
ES0339000001013070WA;1;5,5
ES0339000001013080WJ;1;1,15
ES0339000001013090AT;1;3,3
ES0339000001013092AW;1;3,3
ES0339000001013100AX;1;3,45
ES0339000001013101AB;1;4,6
ES0339000001013102AN;1;3,45
ES0339000001013103AJ;1;5,75
ES0339000001013140MG;1;8,05
ES0339000001013150MZ;1;3,45
ES0339000001013160YR;1;5,75
ES0339000001013160YR;2;5,75
ES0339000001013165YY;1;4,6
ES0339000001013170YB;1;3,3
ES0339000001013180YK;1;4,6
ES0339000001013181YE;1;4,93
ES0339000001013190FP;1;6,6
ES0339000001013191FD;1;1,15
ES0339000001013201FL;1;5,5
ES0339000001013202FC;1;4,4
ES0339000001013210PM;1;4,4
ES0339000001013230DW;1;3,46
ES0339000001013240DN;1;5,75
ES0339000001013250DE;1;3,45
ES0339000001013260XD;1;5,5
ES0339000001013280BY;1;3,3
ES0339000001013290BQ;1;3,3
ES0339000001013300NA;1;2,5
ES0339000001013310NJ;1;4,4
ES0339000001013321JR;1;3,45
ES0339000001013340JC;1;3,3
ES0339000001013360ZV;1;7
ES0339000001013380SZ;1;5,5
ES0339000001013401QN;1;8,8
ES0339000001013410QK;1;8,8
ES0339000001013430VH;1;6,92
ES0339000001013440HM;1;2,2
ES0339000001013470LN;1;23,01
ES0339000001013470LN;2;23,01
ES0339000001013470LN;3;23,01
ES0339000001013471LJ;1;2,3
ES0339000001013481CT;1;6,57
ES0339000001013490CD;1;8,05
ES0339000001013520KQ;1;5,75
ES0339000001013540EJ;1;5,75
ES0339000001013550TT;1;4,6
ES0339000001013560TX;1;3,3
ES0339000001013582RD;1;5,75
ES0339000001013600WG;1;5,75
ES0339000001013620AR;1;3,3
ES0339000001013630AB;1;4,4
